distance,temperature,radius,habitable
1.9352465823520764,310.50791153857193,0.7062477376718652,1
4.758500101408589,171.0349912487622,2.305105813359133,0
3.6867703148758855,190.40717852365344,1.5105047448957143,0
3.0334265725654794,374.63854713176977,2.1529149322154835,0
0.864491338167939,301.6072649148975,1.1400992020612235,1
0.864373149647393,152.29926290415742,2.291046456992401,0
0.38460969962417735,175.36788571650803,1.2784033574683262,0
4.344263114297182,315.8754422770139,0.5216753029605967,0
3.0454635575417233,151.26539596155467,2.3107639528385273,0
3.569555631200623,190.20201285437466,0.6825733535722671,0
0.200864022049432,287.18344734164657,1.1386272751808297,0
4.852558275593772,322.9737994231733,2.40012393410161,0
4.178968939922067,312.99031487565014,2.401214293875112,0
1.1404616423235534,206.06732736513993,1.6468757762465722,0
0.990942339314793,328.044805336884,1.7636744243395985,1
0.9986820982818257,209.3122718742,1.3968910439566395,0
1.590786990501735,231.34992453981693,1.086421543396129,1
2.6713065149979656,336.622851279506,1.157329090739832,0
2.2165305913463675,312.4082247618037,1.8450369121540768,0
1.5270227869704056,362.3058526235445,2.00474905887536,0
3.0980791841396598,314.40322307508586,2.083158087451697,0
0.783519917195005,292.0771508338679,2.079236285589108,0
1.5315087778225691,173.41869195702313,0.6824122060973807,0
1.8951730321390896,241.92895076485837,1.488840609405163,1
2.334742922663476,216.30059192043137,0.6151175200332886,0
3.947362210825767,210.9974108447709,1.599057764647471,0
1.0784015325759628,393.2526386881114,1.383061002746754,0
2.619748748226697,248.2744311666901,2.2754083655165998,0
3.0028313874240085,373.0116387942783,1.2018300251041574,0
0.3276070223279889,307.7846564993157,0.7341340328552117,0
3.0769697743170483,348.7028258854121,0.7859833641056717,0
0.9355682060677285,275.659273276298,2.0230212634349445,0
0.41875280562786965,294.22597115658976,1.7364361266325221,0
4.749539132541333,273.12942345471595,0.7022453522455805,0
4.8315969620653405,198.81074694951113,0.6682136122299949,0
4.06114700577066,330.6130288153763,1.90193826291824,0
1.5926074689495167,220.19309061021394,0.645526012728387,0
0.578593358631281,156.07899160786346,2.1437201185807124,0
3.452741829909569,311.36807397679195,1.9124844543129924,0
2.2567472193240468,194.27766985176223,0.6626975612837995,0
0.6979873507394163,385.1146460882286,0.6696754281703838,0
2.526366859545224,388.48214425064685,2.473279157002351,0
0.2685037534645701,378.7160975551121,1.2485415915122406,0
4.555669970186032,242.5396750638611,1.2412842941337818,0
1.368021909840083,153.86415413221687,2.125599134515005,0
3.346359193334512,382.07964064693135,2.394497154767717,0
1.6273842728381138,257.0460370793286,2.472002127645742,0
2.648333303771273,391.6637047609174,2.0067563705178832,0
2.7788803687820707,390.9049942723132,1.2525191710618315,0
1.0057868320750827,363.25236386684,0.6670014333973375,0
4.8509646760463365,223.61222301739642,2.0542938318548734,0
3.8981508344694618,246.27443215048132,1.61680849947161,0
